ID,name,LABEL
FUN082,Mode field diameter,FUN
FUN083,Cladding diameter,FUN
FUN084,Core concentricity error,FUN
FUN085,Non-circularity,FUN
FUN086,Cut-off wavelength,FUN
FUN087,Macrobending loss,FUN
FUN088,Material properties of the fibre,FUN
FUN089,Refractive index profile,FUN
FUN090,Longitudinal uniformity of chromatic dispersion,FUN
FUN091,Chromatic dispersion,FUN
FUN092,Attenuation coefficient,FUN
FUN093,Polarization mode dispersion coefficient,FUN
FUN094,Tables of recommended values,FUN
FUN095,Attenuation,FUN
FUN096,Differential group delay (DGD),FUN
FUN097,Non-linear coefficient,FUN
FUN098,An example of statistical link design,FUN
FUN099,statistical link design,FUN
FUN100,zero-dispersion wavelength,FUN
FUN101,dispersion-shifted,FUN
FUN102,mode field diameter,FUN
FUN103,cut-off wavelength,FUN
FUN104,macrobending loss,FUN
FUN105,optical time domain reflectometer (OTDR),FUN
FUN106,splice loss measurement,FUN
FUN107,quasi-bidirectional technique,FUN
FUN108,Measurement methods and test procedures,FUN
FUN109,Fibre-optic communication subsystem test procedures,FUN
FUN110,Fibre optic communication subsystem test procedures,FUN
FUN111,Polarization mode dispersion measurement for installed links,FUN
FUN112,Statistical calculation of chromatic dispersion,FUN
FUN113,polarization mode dispersion measurements and theory,FUN
FUN114,Basic test and measurement procedures,FUN
FUN115,Terminal Adaptor (TA),FUN
FUN116,services,FUN
FUN117,modec,FUN
FUN118,In-band Parameter Exchange,FUN
FUN119,Interworking Function,FUN
FUN120,Protocol Identification,FUN
FUN121,Sub-addressing,FUN
FUN122,digital modem,FUN
FUN123,codec,FUN
FUN124,modem functions,FUN
FUN125,3.1 kHz audio bearer service,FUN
FUN126,loss-minimized and cut-off wavelength shifted at around the 1550 nm wavelength region,FUN
FUN127,loss-minimized,FUN
FUN128,long-haul terrestrial line systems,FUN
FUN129,long-distance digital transmission applications,FUN
FUN130,submarine cable systems,FUN
FUN131,optical amplifiers,FUN
FUN132,fibre attributes,FUN
FUN133,optical transmission,FUN
FUN134,cable attributes,FUN
FUN135,link attributes,FUN
FUN136,estimation methods,FUN
FUN137,cladding diameter,FUN
FUN138,core concentricity error,FUN
FUN139,non-circularity,FUN
FUN140,material properties of the fibre,FUN
FUN141,refractive index profile,FUN
FUN142,longitudinal uniformity of chromatic dispersion,FUN
FUN143,attenuation coefficient,FUN
FUN144,polarization mode dispersion coefficient,FUN
FUN145,transmission attributes,FUN
FUN146,information,FUN
FUN147,cable cut-off wavelength,FUN
FUN148,fibre cut-off wavelength,FUN
FUN149,single-mode transmission,FUN
FUN150,desired transmission characteristics,FUN
FUN151,performance of the fibre,FUN
FUN152,maintenance services,FUN
FUN153,Loop 1,FUN
FUN154,basic test,FUN
FUN155,Loop 3,FUN
FUN156,analogue mode,FUN
FUN157,Loop 2,FUN
FUN158,Loop 4,FUN
FUN159,maintenance of lines,FUN
FUN160,Circuit 103,FUN
FUN161,Circuit 104,FUN
FUN162,Circuit 105,FUN
FUN163,Circuit 125,FUN
FUN164,Circuit 108,FUN
FUN165,Circuit 109,FUN
FUN166,Circuit 107,FUN
FUN167,Circuit 115,FUN
FUN168,Circuit 113,FUN
FUN169,Circuit 140,FUN
FUN170,Circuit 141,FUN
FUN171,Circuit 142,FUN
FUN172,DTE,FUN
FUN173,DCE,FUN
FUN174,DTE A,FUN
FUN175,DTE B,FUN
FUN176,DCE A,FUN
FUN177,DCE B,FUN
FUN178,Manual control,FUN
FUN179,Automatic control,FUN
FUN180,Inter-DCE signalling,FUN
FUN181,Preparatory phase,FUN
FUN182,Comparative Tests of Modems,FUN
FUN183,Total attenuation or receiving signal level,FUN
FUN184,Attenuation distortion,FUN
FUN185,Envelope or group delay distorsion,FUN
FUN186,Frequency shift (or offset),FUN
FUN187,Sudden changes of attenuation,FUN
FUN188,Interruptions,FUN
FUN189,Phase hits,FUN
FUN190,Phase jitter,FUN
FUN191,Harmonic distortion,FUN
FUN192,Listener echo,FUN
FUN193,White noise,FUN
FUN194,Impulsive noise,FUN
FUN195,Single tone interference,FUN
FUN196,Symmetric line distortion,FUN
FUN197,Asymmetric line distortion,FUN
FUN198,Ripple distortion,FUN
FUN199,Measuring procedure,FUN
FUN200,Measurement of the bit error rate (pS) as a function of the signal-to-noise ratio (S/N) in the case of white noise,FUN
FUN201,Measurement of the number of the bit error per second (F/t) as a function of the different faults and noise parameters (X),FUN
FUN202,Comparative tests of modems,FUN
FUN203,Network Model Coverage (NMC),FUN
FUN204,tool,FUN
FUN205,Likelihood Of Occurrence (LOO),FUN
FUN206,statistically,FUN
FUN207,Test Loop Combination (TLC),FUN
FUN208,modem performance,FUN
FUN209,adaptive differential pulse coded modulation (ADPCM),FUN
FUN210,Adaptive digital speech compression techniques,FUN
FUN211,audioMonitor,FUN
FUN212,autoAnswerEnable,FUN
FUN213,autoCallEnable,FUN
FUN214,autoCallModeSelect,FUN
FUN215,autoCallModesSupported,FUN
FUN216,autoRestoralEnable,FUN
FUN217,availableNumberCapacity,FUN
FUN218,blackListingActive,FUN
FUN219,callProgressState,FUN
FUN220,dceModeActive,FUN
FUN221,dceModeSelect,FUN
FUN222,dceModesSupported,FUN
FUN223,defaultCallAttemptsTimer,FUN
FUN224,dialBackupEnable,FUN
FUN225,directCallNumber,FUN
FUN226,displayCallProgressMessages,FUN
FUN227,pauseDuringDialTime,FUN
FUN228,ringsBeforeAnswer,FUN
FUN229,Transmission quality and maintenance,FUN
FUN230,Managed objects for diagnostic information of public switched telephone network connected V-series modem DCEs,FUN
FUN231,txFlowControl,FUN
FUN232,rxFlowControl,FUN
FUN233,protocol,FUN
FUN234,ModeV42,FUN
FUN235,protocolNegotiation,FUN
FUN236,v42featureNegotiation,FUN
FUN237,Simultaneous transmission of data and other signals,FUN
FUN238,Transmission quality and maintenance V.50–V.59,FUN
FUN239,Simultaneous transmission of data and other signals V.60–V.99,FUN
FUN240,Interworking with other networks V.100–V.199,FUN
FUN241,Control procedures V.250–V.299,FUN
FUN242,pre-emphasis filter,FUN
FUN243,audio functions,FUN
FUN244,ITU-T Recommendation A.8 procedure,FUN
FUN245,effective data transfer rate,FUN
FUN246,error control,FUN
FUN247,data concentrator,FUN
FUN248,centralized multipoint operation,FUN
FUN249,inband signalling,FUN
FUN250,out-of-band signalling,FUN
FUN251,coded inband signalling,FUN
FUN252,half-duplex operation,FUN
FUN253,interface rate,FUN
FUN254,information rate,FUN
FUN255,control signalling rate,FUN
FUN256,parallel automatic calling,FUN
FUN257,call establishment function,FUN
FUN258,serial automatic calling,FUN
FUN259,start-stop transmission,FUN
FUN260,data communication,FUN
FUN261,H.245,FUN
FUN262,control procedures for multimedia communication,FUN
FUN263,capability exchange,FUN
FUN264,G.729 Annex B,FUN
FUN265,silence compression scheme,FUN
FUN266,V.8 bis,FUN
FUN267,AlternativeCapabilitySet,FUN
FUN268,simultaneousCapabilities,FUN
FUN269,CapabilityDescriptor,FUN
FUN270,NonStandardParameter,FUN
FUN271,DSVD terminal control procedures,FUN
FUN272,high-level data link control (HDLC) procedures,FUN
FUN273,segmentation/reassembly header,FUN
FUN274,suspend/resume option,FUN
FUN275,V.42 bis,FUN
FUN276,V.42 LAPM-based procedures,FUN
FUN277,CRC calculation,FUN
FUN278,N401 timer,FUN
FUN279,Generic multiplexer using V.42 LAPM-based procedures,FUN
FUN280,suspend/resume flags,FUN
FUN281,DLC-opener,FUN
FUN282,remote station,FUN
FUN283,general communication function,FUN
FUN284,modulation modes,FUN
FUN285,Synchronous Access Mode,FUN
FUN286,in-band DCE control,FUN
FUN287,Data signalling rate,FUN
FUN288,In-band DCE control,FUN
FUN289,feature,FUN
FUN290,Synchronous data modes,FUN
FUN291,common modes of operation,FUN
FUN292,DTE-DCE interface functionalities,FUN
FUN293,analogue modem,FUN
FUN294,pre-emphasis,FUN
FUN295,public correspondence service,FUN
FUN296,data signalling rates,FUN
FUN297,V.91 start-up,FUN
FUN298,CRC check,FUN
FUN299,Modem-on-Hold functions,FUN
FUN300,MH sequence,FUN
FUN301,Services and facilities,FUN
FUN302,categories of access,FUN
FUN303,Data Terminal Equipment (DTE),FUN
FUN304,leased circuit data transmission service,FUN
FUN305,circuit-switched data transmission service (CSDTS),FUN
FUN306,packet-switched data transmission service (PSDTS),FUN
FUN307,frame relay data transmission service (FRDTS),FUN
FUN308,direct access,FUN
FUN309,service,FUN
FUN310,port access,FUN
FUN311,switched connection,FUN
FUN312,permanent connection,FUN
FUN313,Packet Assembly/Disassembly (PAD),FUN
FUN314,Facsimile Packet Assembly/Disassembly (FPAD),FUN
FUN315,Multi-Aspect Packet Assembly/Disassembly (MAP),FUN
FUN316,address selection and call progress signals at 50 bit/s,FUN
FUN317,frame relay data transmission service,FUN
FUN318,interworking function,FUN
FUN319,DTE-controlled call negotiation,FUN
FUN320,data modem,FUN
FUN321,text telephone,FUN
FUN322,G3 facsimile,FUN
FUN323,simple voice telephony,FUN
FUN324,analog simultaneous Voice and data,FUN
FUN325,digital simultaneous Voice and data,FUN
FUN326,multimedia terminal,FUN
FUN327,V.8 origination negotiation,FUN
FUN328,V.8 answer negotiation,FUN
FUN329,V.8 bis negotiation,FUN
FUN330,control functions,FUN
FUN331,V.76 multiplexing,FUN
FUN332,V.75 control functions,FUN
FUN333,H.223 multiplexing,FUN
FUN334,H.245 control functions,FUN
FUN335,control of voice-related functions,FUN
FUN336,Asynchronous DCE "AT" command set,FUN
FUN337,Telephone Answering Device functions,FUN
FUN338,Speakerphone functions,FUN
FUN339,Voice states and operation of a voice-capable DCE,FUN
FUN340,Voice states,FUN
FUN341,Voice and network signalling support,FUN
FUN342,Call discrimination,FUN
FUN343,Hook control under voice,FUN
FUN344,hook control,FUN
FUN345,Timing marks in the voice data stream,FUN
FUN346,Compression method and availability of event detection,FUN
FUN347,compression method,FUN
FUN348,availability of event detection,FUN
FUN349,Operation,FUN
FUN350,Format conventions,FUN
FUN351,Command structure,FUN
FUN352,AT commands,FUN
FUN353,Basic command syntax,FUN
FUN354,Extended command syntax,FUN
FUN355,Session management,FUN
FUN356,Flow control,FUN
FUN357,Guidelines for continuous protection of the service access process,FUN
FUN358,security controls,FUN
FUN359,Security architecture,FUN
FUN360,Security controls,FUN
FUN361,Quality of service,FUN
FUN362,User-Network Interface,FUN
FUN363,Infrastructure security layer,FUN
FUN364,Services security layer,FUN
FUN365,Applications security layer,FUN
FUN366,Management plane,FUN
FUN367,Control plane,FUN
FUN368,End-user plane,FUN
FUN369,Telecommunication IP-based network security system (TNSS),FUN
FUN370,free-running system,FUN
FUN371,Security system,FUN
FUN372,Bearer service,FUN
FUN373,Teleservice,FUN
FUN374,terminal equipment functions,FUN
FUN375,Individual information service,FUN
FUN376,Informationization service,FUN
FUN377,solutions to encountered issues,FUN
FUN378,assessment, prediction and prevention of possible problems,FUN
FUN379,Customer Resource Management (CRM),FUN
FUN380,Internet Protocol TeleVision (IPTV),FUN
FUN381,Access portal,FUN
FUN382,Web indexing/searching,FUN
FUN383,Application store,FUN
FUN384,Mobile reading/advertising/newspaper,FUN
FUN385,Mobile television (TV),FUN
FUN386,Short Message Service (SMS),FUN
FUN387,Office Automation (OA),FUN
FUN388,E-government,FUN
FUN389,E-commerce,FUN
FUN390,Digital live,FUN
FUN391,Digital entertainment,FUN
FUN392,E-health,FUN
FUN393,E-education,FUN
FUN394,Telephone services,FUN
FUN395,Internet broadband service,FUN
FUN396,Mobile services,FUN
FUN397,Directory service,FUN
FUN398,Telegraph service,FUN
FUN399,Telematic service,FUN
FUN400,Message handling service,FUN
FUN401,Videophone,FUN
FUN402,EAP-based authentication and key management,FUN
FUN403,Extensible Authentication Protocol (EAP),FUN
FUN404,AAA protocol,FUN
FUN405,authenticator,FUN
FUN406,backend authentication server,FUN
FUN407,authentication service,FUN
FUN408,4-way handshake,FUN
FUN409,encryption,FUN
FUN410,integrity of messages,FUN
FUN411,Password-authenticated key exchange (PAK) protocol,FUN
FUN412,Diffie-Hellman exchange,FUN
FUN413,perfect forward secrecy,FUN
FUN414,SHA-1,FUN
FUN415,Hi(),FUN
FUN416,SHA-256,FUN
FUN417,Network security policy information model (NSPIM),FUN
FUN418,solution,FUN
FUN419,Attack detection policy,FUN
FUN420,Access control policy,FUN
FUN421,Alert control policy,FUN
FUN422,Traffic control policy,FUN
FUN423,Routing control policy,FUN
FUN424,self-configuration capabilities,FUN
FUN425,ICMPv6,FUN
FUN426,Router Advertisement (RA) messages,FUN
FUN427,DHCPv6,FUN
FUN428,NAT,FUN
FUN429,IDS,FUN
FUN430,Firewall (FW),FUN
FUN431,OSPFv3,FUN
FUN432,SEND,FUN
FUN433,MLDv2,FUN
FUN434,NAT64,FUN
FUN435,Network Address and Protocol Translation,FUN
FUN436,NAT66,FUN
FUN437,NPTv6,FUN
FUN438,PMTUD,FUN
FUN439,uRPF,FUN
FUN440,DAD,FUN
FUN441,Duplicate Address Detection,FUN
FUN442,NDP,FUN
FUN443,security protection,FUN
FUN444,security requirements,FUN
FUN445,security reference architecture,FUN
FUN446,application-control interface,FUN
FUN447,resource-control interface,FUN
FUN448,security countermeasures,FUN
FUN449,SDN controller,FUN
FUN450,security management,FUN
FUN451,Fine-grained naming scheme for flow entry,FUN
FUN452,access control,FUN
FUN453,authentication,FUN
FUN454,Provision of assurance in the identity of an entity,FUN
FUN455,authorization,FUN
FUN456,Transmission of start-stop characters over synchronous bearer channels,FUN
FUN457,Error control V.40–V.49,FUN
FUN458,automatic mode negotiation,FUN
FUN459,bit alignment,FUN
FUN460,subchannel connectivity,FUN
FUN461,multimedia communications,FUN
FUN462,improved reliability in completing calls,FUN
FUN463,successfully establishing multimedia communications,FUN
FUN464,V.140 procedures,FUN
FUN465,Phase 1,FUN
FUN466,Phase 2,FUN
FUN467,Phase 3,FUN
FUN468,Exchange mode capabilities,FUN
FUN469,Acoustic coupling,FUN
FUN470,automatic answering capability,FUN
FUN471,satisfactory transmission,FUN
FUN472,acoustic coupling equipment,FUN
FUN473,communication security,FUN
FUN474,authentications,FUN
FUN475,data confidentiality,FUN
FUN476,availability,FUN
FUN477,confidentiality,FUN
FUN478,data integrity,FUN
FUN479,firewall,FUN
FUN480,intrusion detection,FUN
FUN481,intrusion detection system,FUN
FUN482,intrusion prevention system,FUN
FUN483,lifecycle management,FUN
FUN484,user registration,FUN
FUN485,product display,FUN
FUN486,product ordering,FUN
FUN487,product payment,FUN
FUN488,product shipping,FUN
FUN489,order handling services,FUN
FUN490,customer relationship management (CRM) service,FUN
FUN491,inventory management service,FUN
FUN492,data lifecycle management,FUN
FUN493,secure operation,FUN
FUN494,VoLTE,FUN
FUN495,voice communication service,FUN
FUN496,SIP,FUN
FUN497,MME,FUN
FUN498,control plane functions,FUN
FUN499,S-GW,FUN
FUN500,quality of service (QoS),FUN
FUN501,P-GW,FUN
FUN502,CSCF,FUN
FUN503,call session control function,FUN
FUN504,P-CSCF,FUN
FUN505,I-CSCF,FUN
FUN506,S-CSCF,FUN
FUN507,session management,FUN
FUN508,TAS,FUN
FUN509,signalling,FUN
FUN510,media manip,FUN
FUN511,security services,FUN
FUN512,software-defined networking (SDN),FUN
FUN513,procedure,FUN
FUN514,honeypot,FUN
FUN515,decoy,FUN
FUN516,centralized firewall service,FUN
FUN517,efficient firewall management,FUN
FUN518,centralized DDoS attack mitigation service,FUN
FUN519,distributed denial-of-service (DDoS) attack mitigation,FUN
FUN520,centralized honeypot service,FUN
FUN521,dynamic honeypot configuration,FUN
FUN522,centralized illegal device management service,FUN
FUN523,access control management service,FUN
FUN524,packet forwarding,FUN
FUN525,SDN application,FUN
FUN526,SDN switch,FUN
FUN527,security manager (SM),FUN
FUN528,service function chaining,FUN
FUN529,security framework,FUN
FUN530,security guidelines,FUN
FUN531,policy management,FUN
FUN532,countermeasures,FUN
FUN533,SFC forwarder,FUN
FUN534,SFC classification rules,FUN
FUN535,service function path (SFP) forwarding rules,FUN
FUN536,Network virtualization,FUN
FUN537,Physical resources layer,FUN
FUN538,Virtual resources layer,FUN
FUN539,LINP layer,FUN
FUN540,customized dynamic and adaptive security services,FUN
FUN541,Security service chain,FUN
FUN542,security service,FUN
FUN543,Network function virtualization (NFV),FUN
FUN544,software-based virtualized network functions (VNFs),FUN
FUN545,Software defined networking (SDN),FUN
FUN546,network-wide and fine-grained control of the network flows,FUN
FUN547,Service function chain (SFC),FUN
FUN548,Firewall,FUN
FUN549,Intrusion detection system (IDS),FUN
FUN550,Security service chain architecture,FUN
FUN551,customized security services,FUN
FUN552,cyber defence,FUN
FUN553,Network Service Header (NSH),FUN
FUN554,Data labelling schemes,FUN
FUN555,Service function chain for special vehicle (SV) speedup,FUN
FUN556,SDN/NFV security,FUN
FUN557,security controller,FUN
FUN558,on-demand capacity scale-in/scale-out,FUN
FUN559,dynamic and intelligent security policy control,FUN
FUN560,full view of traffic for monitoring,FUN
FUN561,unified security policy setting,FUN
FUN562,software-defined security,FUN
FUN563,security policy,FUN
FUN564,policy conflict,FUN
FUN565,distribution of security policy,FUN
FUN566,security functions,FUN
FUN567,flow collection function,FUN
FUN568,forwarding policy,FUN
FUN569,lifecycle management of virtualized security function instance,FUN
FUN570,virtualized network function (VNF),FUN
FUN571,virtualized security function (VSF),FUN
FUN572,optimization of security policy,FUN
FUN573,security configuration parameter,FUN
FUN574,security function,FUN
FUN575,firewalls,FUN
FUN576,IDs,FUN
FUN577,security gateways,FUN
FUN578,security management servers,FUN
FUN579,security information and event management system,FUN
FUN580,threat detection,FUN
FUN581,compliance,FUN
FUN582,security incident management,FUN
FUN583,Network slice management and orchestration,FUN
FUN584,network slice specific authentication and authorization,FUN
FUN585,data confidentiality and integrity,FUN
FUN586,user identification privacy,FUN
FUN587,inter-slice security isolation,FUN
FUN588,Network slicing,FUN
FUN589,connectivity and data processing,FUN
FUN590,End-to-end (E2E) network slices,FUN
FUN591,network slice management and orchestration,FUN
FUN592,information security controls,FUN
FUN593,Information security controls,FUN
FUN594,Classification of information,FUN
FUN595,best practices for information security management,FUN
FUN596,Information security management,FUN
FUN597,information security management processes,FUN
FUN598,Risk assessment,FUN
FUN599,Security management policy,FUN
FUN600,Operation and maintenance,FUN
FUN601,Monitoring and auditing,FUN
FUN602,Improve information security processes and controls,FUN
FUN603,PDCA,FUN
FUN604,Asset management,FUN
FUN605,Incident management,FUN
FUN606,Risk management policy management,FUN
FUN607,Security management,FUN
FUN608,Code of practice for information security controls based on ITU-T X.1051 for small and medium-sized telecommunication organizations,FUN
FUN609,confidentiality, integrity and availability,FUN
FUN610,secure collaborative processes and controls,FUN
FUN611,security culture of organizations,FUN
FUN612,Information security,FUN
FUN613,Governance of information security,FUN
FUN614,Information security management system (ISMS),FUN
FUN615,information security risk management,FUN
FUN616,Risk management,FUN
FUN617,network services,FUN
FUN618,operations and services,FUN
FUN619,communication control software,FUN
FUN620,operation management software,FUN
FUN621,subscriber information management software,FUN
FUN622,billing software,FUN
FUN623,application software,FUN
FUN624,system software,FUN
FUN625,development tools,FUN
FUN626,utilities,FUN
FUN627,security incident management processes,FUN
FUN628,Security incident management,FUN
FUN629,incident handling service,FUN
FUN630,other proactive services,FUN
FUN631,Recommendation ITU-T A.8 procedures,FUN
FUN632,Asset management guidelines,FUN
FUN633,PDCA (Plan – Do – Check – Act) process model,FUN
FUN634,asset management,FUN
FUN635,Asset management process,FUN
FUN636,Asset manager,FUN
FUN637,Asset owner,FUN
FUN638,Asset value level,FUN
FUN639,Information and network security,FUN
FUN640,Code of practice for personally identifiable information protection,FUN
FUN641,SECURITY,FUN
FUN642,INFORMATION AND NETWORK SECURITY,FUN
FUN643,Network security,FUN
FUN644,Telebiometrics,FUN
FUN645,SECURE APPLICATIONS AND SERVICES,FUN
FUN646,Multicast security,FUN
FUN647,Home network security,FUN
FUN648,Mobile security,FUN
FUN649,Web security,FUN
FUN650,Security protocols,FUN
FUN651,Peer-to-peer security,FUN
FUN652,Networked ID security,FUN
FUN653,IPTV security,FUN
FUN654,CYBERSPACE SECURITY,FUN
FUN655,risk management,FUN
FUN656,risk management processes,FUN
FUN657,Risk evaluation,FUN
FUN658,Risk treatment,FUN
FUN659,Monitoring and review,FUN
FUN660,Communication and consultation,FUN
FUN661,Recording and reporting,FUN
FUN662,Risk identification,FUN
FUN663,Risk analysis,FUN
FUN664,Asynchronous serial command interface,FUN
FUN665,vCalendar,FUN
FUN666,+CCALR,FUN
FUN667,+CCALW,FUN
FUN668,+CFCLR,FUN
FUN669,+CFSZ,FUN
FUN670,+CBKG,FUN
FUN671,+CCLIK,FUN
FUN672,+CMOV,FUN
FUN673,+CDRG,FUN
FUN674,AT command set for User Equipment (UE),FUN
FUN675,assistive technology device,FUN
FUN676,prevent, compensate, relieve or neutralize any resulting handicap,FUN
FUN677,interface to an ICT device,FUN
FUN678,object exchange protocol,FUN
FUN679,AT,FUN
FUN680,IrDA,FUN
FUN681,protocol for the exchange of data over infrared light,FUN
FUN682,MMS,FUN
FUN683,OBEX,FUN
FUN684,Object Exchange,FUN
FUN685,SMS,FUN
FUN686,text messaging service,FUN
FUN687,USB,FUN
FUN688,power supply,FUN
FUN689,full-duplex mode,FUN
FUN690,four-phase modulation,FUN
FUN691,backward (supervisory) channel,FUN
FUN692,the use of these channels being optional,FUN
FUN693,power levels,FUN
FUN694,data stream,FUN
FUN695,phase change,FUN
FUN696,synchronizing signal,FUN
FUN697,data signalling rate,FUN
FUN698,received signal frequency tolerance,FUN
FUN699,backward channel,FUN
FUN700,interchange circuits,FUN
FUN701,modems,FUN
FUN702,reliable transmission,FUN
FUN703,Reduced rate capability,FUN
FUN704,phase distortion,FUN
FUN705,linear phase characteristics,FUN
FUN706,forward and backward channels,FUN
FUN707,dibits,FUN
FUN708,2-phase differential modulation,FUN
FUN709,cyber defence centre (CDC),FUN
FUN710,CDC services,FUN
FUN711,chief security officer (CSO),FUN
FUN712,chief information security officer (CISO),FUN
FUN713,development and control security policies,FUN
FUN714,Security Information and Event Management (SIEM),FUN
FUN715,Intrusion Detection System (IDS),FUN
FUN716,Intrusion Prevention System (IPS),FUN
FUN717,network security/threat prevention technology,FUN
FUN718,Web Application Firewall (WAF),FUN
FUN719,Computer Security Incident Response Team (CSIRT),FUN
FUN720,Framework for the creation and operation of a cyber defence centre,FUN
FUN721,Cyber insurance acquisition guidelines,FUN
FUN722,cyber insurance,FUN
FUN723,cybersecurity risk assessment,FUN
FUN724,risk treatment option,FUN
FUN725,manage the impact of a cybersecurity incident,FUN
FUN726,insurer,FUN
FUN727,insured,FUN
FUN728,excess,FUN
FUN729,premium warranty,FUN
FUN730,RACI matrix,FUN
FUN731,Access control,FUN
FUN732,Cryptographic message syntax (CMS),FUN
FUN733,Public-key infrastructure (PKI),FUN
FUN734,Privilege management infrastructure (PMI),FUN
FUN735,Diffie-Hellman,FUN
FUN736,PKI,FUN
FUN737,TSB patent database,FUN
FUN738,overall model for communications aspects of telebiometrics,FUN
FUN739,integrity,FUN
FUN740,ITUEHP protocol,FUN
FUN741,Biology-to-machine (B2M) protocol,FUN
FUN742,telebiometric multimodal model,FUN
FUN743,IoT biometric metric applications,FUN
FUN744,designed to be used,FUN
FUN745,clinical medical trials,FUN
FUN746,bending-loss insensitive,FUN
FUN747,optimal performance characteristics,FUN
FUN748,strongly improved bending performance,FUN
FUN749,installed performance requirements,FUN
FUN750,definitions of the relevant parameters,FUN
FUN751,test methods of said parameters,FUN
FUN752,Generic characteristics of Raman amplifiers and Raman amplified subsystems,FUN
FUN753,Physical transfer functions of optical network elements,FUN
FUN754,Basic specification for optical amplifier test methods,FUN
FUN755,Generic specification,FUN
FUN756,power amplifiers,FUN
FUN757,increase its signal power level,FUN
FUN758,pre-amplifiers,FUN
FUN759,improve its sensitivity,FUN
FUN760,line amplifiers,FUN
FUN761,increase the distance covered before regeneration is necessary,FUN
FUN762,compensate for branching losses in the optical access network,FUN
FUN763,higher power transmitter,FUN
FUN764,higher sensitivity receiver,FUN
FUN765,distributed amplifier,FUN
FUN766,amplification,FUN
FUN767,composite distributed and discrete amplifiers,FUN
FUN768,Optical Amplifier (OA),FUN
FUN769,Optical Fibre Amplifiers (OFAs),FUN
FUN770,Semiconductor Optical Amplifiers (SOAs),FUN
FUN771,power amplifier,FUN
FUN772,pre-amplifier,FUN
FUN773,line amplifier,FUN
FUN774,optically amplified transmitter (OAT),FUN
FUN775,optically amplified receiver (OAR),FUN
FUN776,transmission,FUN
FUN777,optical amplifier (OA) devices,FUN
FUN778,digital systems,FUN
FUN779,long-distance networks,FUN
FUN780,optical access networks,FUN
FUN781,guidelines and requirements,FUN
FUN782,techniques to enable optically safe working conditions,FUN
FUN783,Optical safety procedures,FUN
FUN784,requirements,FUN
FUN785,automatic laser shut-down (ALS),FUN
FUN786,technique (procedure),FUN
FUN787,automatic power reduction (APR),FUN
FUN788,Raman amplification,FUN
FUN789,techniques,FUN
